vessel;date;fish;catch
15424;12.02.2017;A;40,106
15424;12.02.2017;K;20,1
33651;12.02.2017;A;60,06
57531;12.02.2017;D;0,06
57531;12.02.2017;A;11,33
57531;12.02.2017;K;18,62
54987;12.02.2017;A;25,2
15649;12.02.2017;D;0,432
15649;12.02.2017;A;12,06
13483;12.02.2017;F;0,189
13483;12.02.2017;A;15,48
13483;12.02.2017;B;1,26
13584;12.02.2017;M;0,7
13584;12.02.2017;A;3,84
13584;12.02.2017;B;1,44
15424;13.02.2017;S;2,62
15424;13.02.2017;C;0,02
15424;13.02.2017;D;0,5
15424;13.02.2017;P;0,04
15424;13.02.2017;A;11,066
15424;13.02.2017;O;1,68
15424;13.02.2017;B;0,572
15424;13.02.2017;K;23,56
33651;13.02.2017;A;30,03
57531;13.02.2017;D;0,1
57531;13.02.2017;A;13,662
57531;13.02.2017;K;16,24
54987;13.02.2017;A;45
15649;13.02.2017;A;34,59
15649;13.02.2017;B;5,46
13483;13.02.2017;F;0,108
13483;13.02.2017;C;0,216
13483;13.02.2017;A;7,68
13483;13.02.2017;B;15,12
15424;14.02.2017;S;0,42
15424;14.02.2017;A;24,09
15424;14.02.2017;O;0,52
15424;14.02.2017;K;25,04
33651;14.02.2017;M;0,94
33651;14.02.2017;D;1,24
33651;14.02.2017;A;15,62
33651;14.02.2017;B;3,08
33651;14.02.2017;J;0,26
33651;14.02.2017;K;3,72
33651;14.02.2017;G;0,18
57531;14.02.2017;F;0,66
57531;14.02.2017;A;19,866
57531;14.02.2017;K;4,48
54987;14.02.2017;C;4,5
54987;14.02.2017;A;25,5
15649;14.02.2017;A;9,72
15649;14.02.2017;B;0,66
13483;14.02.2017;K;1,32
15424;15.02.2017;S;0,86
15424;15.02.2017;A;18,7
15424;15.02.2017;B;0,44
15424;15.02.2017;K;30,02
33651;15.02.2017;A;40,04
57531;15.02.2017;D;0,44
57531;15.02.2017;P;0,144
57531;15.02.2017;A;11,726
57531;15.02.2017;K;17,7
54987;15.02.2017;C;3
54987;15.02.2017;A;5,52
54987;15.02.2017;B;1,5
15649;15.02.2017;D;0,432
15649;15.02.2017;A;9,63
15649;15.02.2017;B;5,43
13483;15.02.2017;A;1,08
15424;16.02.2017;A;8,008
15424;16.02.2017;B;7,062
15424;16.02.2017;K;10,04
33651;16.02.2017;M;0,74
33651;16.02.2017;A;20,042
33651;16.02.2017;K;4,28
57531;16.02.2017;A;17,27
57531;16.02.2017;B;7,81
54987;16.02.2017;A;15
54987;16.02.2017;B;5,01
13483;16.02.2017;F;4,158
13483;16.02.2017;A;10,38
13483;16.02.2017;B;10,17
15424;17.02.2017;A;11,022
15424;17.02.2017;B;4,048
15424;17.02.2017;K;35,34
33651;17.02.2017;F;1,78
33651;17.02.2017;M;0,12
33651;17.02.2017;A;39,27
33651;17.02.2017;B;3,85
33651;17.02.2017;K;1,7
33651;17.02.2017;G;3,44
57531;17.02.2017;C;3,98
57531;17.02.2017;D;0,08
57531;17.02.2017;A;39,6
57531;17.02.2017;B;6,38
54987;17.02.2017;C;4,02
54987;17.02.2017;A;18,39
54987;17.02.2017;B;3,6
13483;17.02.2017;C;1,917
13483;17.02.2017;A;10,14
13483;17.02.2017;B;12,57
15424;18.02.2017;S;0,88
15424;18.02.2017;D;0,1
15424;18.02.2017;P;0,06
15424;18.02.2017;A;45,012
15424;18.02.2017;O;0,06
15424;18.02.2017;B;0,132
15424;18.02.2017;K;4,26
33651;18.02.2017;M;0,12
33651;18.02.2017;D;0,84
33651;18.02.2017;P;0,1
33651;18.02.2017;A;31,79
33651;18.02.2017;B;14,872
33651;18.02.2017;K;2,34
57531;18.02.2017;C;2,76
57531;18.02.2017;D;0,52
57531;18.02.2017;P;0,414
57531;18.02.2017;A;55,88
57531;18.02.2017;B;0,616
57531;18.02.2017;J;0,02
54987;18.02.2017;C;2,1
54987;18.02.2017;A;21
54987;18.02.2017;B;21,9
13483;18.02.2017;F;0,567
13483;18.02.2017;C;0,972
13483;18.02.2017;A;29,34
13483;18.02.2017;B;42,9
15424;19.02.2017;A;80,212
33651;19.02.2017;A;80,014
57531;19.02.2017;M;0,14
57531;19.02.2017;A;54,34
57531;19.02.2017;B;1,606
54987;19.02.2017;A;26,01
54987;19.02.2017;B;9
13483;19.02.2017;C;0,459
13483;19.02.2017;A;13,8
13483;19.02.2017;B;20,94
15424;20.02.2017;S;0,54
15424;20.02.2017;F;1,16
15424;20.02.2017;D;0,46
15424;20.02.2017;P;1,14
15424;20.02.2017;A;55
15424;20.02.2017;O;0,08
15424;20.02.2017;B;12,386
15424;20.02.2017;K;9,24
33651;20.02.2017;A;80,08
54987;20.02.2017;C;2,01
54987;20.02.2017;A;5,01
54987;20.02.2017;B;18
13483;20.02.2017;C;1,377
13483;20.02.2017;P;0,378
13483;20.02.2017;A;27,78
13483;20.02.2017;B;8,61
15424;21.02.2017;S;0,86
15424;21.02.2017;D;0,56
15424;21.02.2017;A;51,106
15424;21.02.2017;B;0,022
15424;21.02.2017;K;2,52
33651;21.02.2017;A;55,11
54987;21.02.2017;P;1,026
54987;21.02.2017;A;4,8
54987;21.02.2017;B;4,2
15649;21.02.2017;C;0,93
15649;21.02.2017;D;0,384
15649;21.02.2017;A;9,09
13483;21.02.2017;A;0,33
13483;21.02.2017;B;0,75
15424;22.02.2017;A;80,52
33651;22.02.2017;A;50,05
33651;22.02.2017;B;30,14
54987;22.02.2017;D;1,026
54987;22.02.2017;P;1,89
54987;22.02.2017;A;19,41
54987;22.02.2017;B;2,7
15649;22.02.2017;A;7,41
13483;22.02.2017;C;3,483
13483;22.02.2017;A;54,45
13483;22.02.2017;B;0,81
15424;23.02.2017;S;0,68
15424;23.02.2017;D;0,02
15424;23.02.2017;A;29,92
15424;23.02.2017;B;0,308
15424;23.02.2017;K;7,96
33651;23.02.2017;F;2,74
33651;23.02.2017;M;0,98
33651;23.02.2017;R;4,24
33651;23.02.2017;D;0,92
33651;23.02.2017;P;3,66
33651;23.02.2017;A;27,61
33651;23.02.2017;B;9,592
33651;23.02.2017;K;9,8
54987;23.02.2017;C;2,01
54987;23.02.2017;A;8,01
15649;23.02.2017;P;0,324
15649;23.02.2017;A;7,74
15649;23.02.2017;B;0,57
13483;23.02.2017;C;3,078
13483;23.02.2017;P;0,324
13483;23.02.2017;A;29,1
33651;24.02.2017;A;21,23
33651;24.02.2017;K;28,8
57531;24.02.2017;D;0,14
57531;24.02.2017;A;12,518
57531;24.02.2017;K;12,36
54987;24.02.2017;A;7,5
54987;24.02.2017;K;12,51
15649;24.02.2017;C;3
15649;24.02.2017;P;0,324
15649;24.02.2017;A;6,21
15649;24.02.2017;B;0,78
13483;24.02.2017;C;10,017
13483;24.02.2017;P;0,486
13483;24.02.2017;A;23,19
33651;25.02.2017;R;3,8
33651;25.02.2017;D;0,04
33651;25.02.2017;P;0,3
33651;25.02.2017;A;16,39
33651;25.02.2017;B;0,066
33651;25.02.2017;K;14,42
57531;25.02.2017;A;35,002
54987;25.02.2017;R;1,161
54987;25.02.2017;A;3,6
54987;25.02.2017;K;20,25
15649;25.02.2017;D;0,192
15649;25.02.2017;A;4,14
15649;25.02.2017;K;11,82
13483;25.02.2017;C;2,214
13483;25.02.2017;A;3,75
13483;25.02.2017;B;37,05
33651;26.02.2017;A;50,05
57531;26.02.2017;A;44,99
57531;26.02.2017;B;1,914
57531;26.02.2017;K;3,1
54987;26.02.2017;R;0,54
54987;26.02.2017;A;3,21
54987;26.02.2017;K;22,26
15649;26.02.2017;D;0,24
15649;26.02.2017;A;1,26
15649;26.02.2017;K;14,19
13483;26.02.2017;C;0,756
13483;26.02.2017;A;26,07
33651;27.02.2017;R;0,14
33651;27.02.2017;D;0,06
33651;27.02.2017;A;41,536
33651;27.02.2017;B;0,308
33651;27.02.2017;K;16,88
57531;27.02.2017;F;0,44
57531;27.02.2017;D;0,32
57531;27.02.2017;A;9,504
57531;27.02.2017;B;9,416
57531;27.02.2017;K;15,32
54987;27.02.2017;M;0,54
54987;27.02.2017;R;0,81
54987;27.02.2017;A;4,11
54987;27.02.2017;J;0,27
54987;27.02.2017;K;29,28
15649;27.02.2017;D;11,784
15649;27.02.2017;A;1,44
15649;27.02.2017;K;9,93
13483;27.02.2017;A;16,29
13483;28.02.2017;C;1,08
13483;28.02.2017;A;11,4
15424;28.02.2017;S;0,8
15424;28.02.2017;K;24,2
57531;28.02.2017;F;1,24
57531;28.02.2017;D;1,48
57531;28.02.2017;A;19,052
57531;28.02.2017;B;1,386
57531;28.02.2017;K;6,86
15649;28.02.2017;R;0,744
15649;28.02.2017;D;0,432
15649;28.02.2017;A;2,85
15649;28.02.2017;K;7,29
54987;28.02.2017;A;5,22
54987;28.02.2017;K;16,8
13483;01.03.2017;C;0,648
13483;01.03.2017;A;77,67
13483;01.03.2017;B;12,96
15424;01.03.2017;S;1,44
15424;01.03.2017;A;1,012
15424;01.03.2017;B;0,176
15424;01.03.2017;K;32,38
57531;01.03.2017;D;2,08
57531;01.03.2017;A;24,046
57531;01.03.2017;B;3,894
15649;01.03.2017;R;1,248
15649;01.03.2017;D;0,312
15649;01.03.2017;A;3,24
15649;01.03.2017;K;12,69
15424;02.03.2017;S;0,74
15424;02.03.2017;A;2,816
15424;02.03.2017;O;0,86
15424;02.03.2017;K;30,6
57531;02.03.2017;D;0,32
57531;02.03.2017;A;22,066
57531;02.03.2017;B;2,882
57531;02.03.2017;K;9,74
13483;02.03.2017;A;16,2
13483;02.03.2017;B;0,78
15424;03.03.2017;S;0,56
15424;03.03.2017;P;2,46
15424;03.03.2017;A;4,026
15424;03.03.2017;B;12,012
15424;03.03.2017;K;17,96
57531;03.03.2017;D;0,32
57531;03.03.2017;P;1,296
57531;03.03.2017;A;14,806
57531;03.03.2017;B;12,342
57531;03.03.2017;K;1,28
15649;03.03.2017;A;1,08
15649;03.03.2017;K;6,66
13483;03.03.2017;C;0,243
13483;03.03.2017;A;26,55
13483;03.03.2017;B;9,42
15424;04.03.2017;S;0,86
15424;04.03.2017;P;0,04
15424;04.03.2017;A;2,002
15424;04.03.2017;O;0,16
15424;04.03.2017;B;14,63
15424;04.03.2017;K;17,32
33651;04.03.2017;M;0,38
33651;04.03.2017;D;1,02
33651;04.03.2017;A;5,632
33651;04.03.2017;B;11,088
57531;04.03.2017;P;0,324
57531;04.03.2017;A;3,586
57531;04.03.2017;K;21,1
15649;04.03.2017;R;4,176
15649;04.03.2017;D;0,384
15649;04.03.2017;A;1,62
15649;04.03.2017;B;0,81
15649;04.03.2017;K;8,82
15424;05.03.2017;S;0,76
15424;05.03.2017;A;14,278
15424;05.03.2017;O;0,2
15424;05.03.2017;B;22,286
15424;05.03.2017;K;12,48
33651;05.03.2017;B;20,02
57531;05.03.2017;M;0,72
57531;05.03.2017;D;0,22
57531;05.03.2017;P;0,09
57531;05.03.2017;A;7,128
57531;05.03.2017;B;14,19
57531;05.03.2017;K;2,68
54987;05.03.2017;A;3,6
54987;05.03.2017;B;4,8
54987;05.03.2017;K;9,6
15649;05.03.2017;R;2,712
15649;05.03.2017;D;0,624
15649;05.03.2017;A;4,59
15649;05.03.2017;B;3,96
15649;05.03.2017;K;5,22
15424;06.03.2017;S;0,62
15424;06.03.2017;A;11,55
15424;06.03.2017;O;0,08
15424;06.03.2017;K;13,26
33651;06.03.2017;A;5,016
33651;06.03.2017;B;20,02
57531;06.03.2017;M;0,42
57531;06.03.2017;D;0,6
57531;06.03.2017;P;0,162
57531;06.03.2017;A;13,992
57531;06.03.2017;B;6,666
57531;06.03.2017;K;3,18
54987;06.03.2017;M;1,08
54987;06.03.2017;C;1,14
54987;06.03.2017;P;0,621
54987;06.03.2017;A;6,72
54987;06.03.2017;B;5,7
54987;06.03.2017;K;4,74
15649;06.03.2017;A;7,71
15649;06.03.2017;B;2,91
15649;06.03.2017;K;2,13
15424;07.03.2017;A;6,028
15424;07.03.2017;B;15,158
15424;07.03.2017;K;23,86
33651;07.03.2017;A;15,026
33651;07.03.2017;B;15,004
57531;07.03.2017;M;0,82
57531;07.03.2017;D;0,42
57531;07.03.2017;P;0,108
57531;07.03.2017;A;13,288
57531;07.03.2017;B;15,488
54987;07.03.2017;A;4,32
54987;07.03.2017;K;5,7
15649;07.03.2017;D;0,432
15649;07.03.2017;A;2,01
15649;07.03.2017;B;2,07
15649;07.03.2017;K;7,44
15424;08.03.2017;S;1,26
15424;08.03.2017;A;13,046
15424;08.03.2017;O;0,02
15424;08.03.2017;B;0,77
15424;08.03.2017;K;20
33651;08.03.2017;A;15,048
33651;08.03.2017;B;15,026
57531;08.03.2017;F;0,12
57531;08.03.2017;D;0,06
57531;08.03.2017;A;25,366
57531;08.03.2017;B;4,466
57531;08.03.2017;K;0,06
54987;08.03.2017;C;1,2
54987;08.03.2017;A;22,8
54987;08.03.2017;B;6
15649;08.03.2017;M;0,837
15649;08.03.2017;D;0,24
15649;08.03.2017;P;0,27
15649;08.03.2017;A;4,17
15649;08.03.2017;B;1,83
15649;08.03.2017;K;4,17
15424;09.03.2017;A;29,062
15424;09.03.2017;B;0,88
15424;09.03.2017;K;5,12
33651;09.03.2017;A;30,03
33651;09.03.2017;B;5,016
57531;09.03.2017;A;35,068
54987;09.03.2017;C;1,17
54987;09.03.2017;A;25,83
54987;09.03.2017;B;9
15649;09.03.2017;M;0,324
15649;09.03.2017;D;0,24
15649;09.03.2017;P;1,593
15649;09.03.2017;A;14,43
15649;09.03.2017;B;2,52
15649;09.03.2017;K;4,02
15649;09.03.2017;G;1,242
15424;10.03.2017;S;1,98
15424;10.03.2017;P;0,3
15424;10.03.2017;O;0,14
15424;10.03.2017;K;27,58
33651;10.03.2017;F;2,4
33651;10.03.2017;M;5,2
33651;10.03.2017;R;0,08
33651;10.03.2017;D;1
33651;10.03.2017;P;2,3
33651;10.03.2017;B;18,92
33651;10.03.2017;K;0,12
57531;10.03.2017;F;0,12
57531;10.03.2017;M;0,48
57531;10.03.2017;C;0,48
57531;10.03.2017;D;1,06
57531;10.03.2017;P;2,61
57531;10.03.2017;A;9,13
57531;10.03.2017;B;16,192
54987;10.03.2017;D;1,08
54987;10.03.2017;P;0,432
54987;10.03.2017;A;16,29
54987;10.03.2017;B;6
54987;10.03.2017;G;1,215
15649;10.03.2017;A;4,59
15649;10.03.2017;B;0,72
15649;10.03.2017;K;0,42
15649;10.03.2017;G;1,944
15424;11.03.2017;S;0,8
15424;11.03.2017;A;8,382
15424;11.03.2017;B;5,83
15424;11.03.2017;K;15
33651;11.03.2017;M;0,56
33651;11.03.2017;D;1,08
33651;11.03.2017;P;0,68
33651;11.03.2017;A;5,94
33651;11.03.2017;B;21,78
57531;11.03.2017;M;3,88
57531;11.03.2017;D;1,46
57531;11.03.2017;P;1,494
57531;11.03.2017;A;7,854
57531;11.03.2017;B;14,938
57531;11.03.2017;G;0,52
54987;11.03.2017;M;3,78
54987;11.03.2017;C;1,5
54987;11.03.2017;A;14,82
54987;11.03.2017;B;6
15649;11.03.2017;M;2,43
15649;11.03.2017;D;0,72
15649;11.03.2017;A;4,11
15649;11.03.2017;B;2,13
15649;11.03.2017;K;7,32
15649;11.03.2017;G;0,567
15424;12.03.2017;A;60,038
33651;12.03.2017;A;60,06
57531;12.03.2017;A;60,016
54987;12.03.2017;M;1,809
54987;12.03.2017;A;21,21
54987;12.03.2017;B;12
15649;12.03.2017;M;3,294
15649;12.03.2017;D;1,2
15649;12.03.2017;P;0,324
15649;12.03.2017;A;4,83
15649;12.03.2017;B;9,45
15424;13.03.2017;A;50,028
33651;13.03.2017;A;50,05
57531;13.03.2017;F;0,4
57531;13.03.2017;M;0,44
57531;13.03.2017;C;0,06
57531;13.03.2017;D;0,36
57531;13.03.2017;A;33,748
57531;13.03.2017;B;15,004
54987;13.03.2017;C;2,1
54987;13.03.2017;A;21
54987;13.03.2017;B;9
54987;13.03.2017;G;10,017
15649;13.03.2017;A;22,44
15649;13.03.2017;B;9,99
15649;13.03.2017;G;0,81
15424;14.03.2017;A;55,022
33651;14.03.2017;A;55,11
57531;14.03.2017;F;1,64
57531;14.03.2017;M;0,68
57531;14.03.2017;D;0,56
57531;14.03.2017;A;45,32
57531;14.03.2017;B;1,782
57531;14.03.2017;G;0,04
54987;14.03.2017;A;14,85
54987;14.03.2017;B;10,02
54987;14.03.2017;G;5,13
15649;14.03.2017;A;5,67
15649;14.03.2017;B;19,65
15649;14.03.2017;G;13,554
15424;15.03.2017;R;1,36
13483;18.04.2017;C;1,08
13483;18.04.2017;A;29,22
13483;18.04.2017;B;6,27
13584;18.04.2017;C;0,14
13584;18.04.2017;D;1,04
13584;18.04.2017;A;28,26
13584;18.04.2017;B;3,02
33651;19.04.2017;A;9
33651;19.04.2017;B;20
13546;19.04.2017;D;13,698
13546;19.04.2017;A;6,66
13546;19.04.2017;K;6,642
57531;19.04.2017;M;0,81
57531;19.04.2017;D;4,05
57531;19.04.2017;A;13,66
57531;19.04.2017;B;5,5
57531;19.04.2017;J;0,63
57531;19.04.2017;K;5,364
54987;19.04.2017;A;2,7
54987;19.04.2017;B;2,1
54987;19.04.2017;K;1,2
15649;19.04.2017;D;5,928
15649;19.04.2017;A;1,2
15649;19.04.2017;B;4,32
15649;19.04.2017;K;5,01
13483;19.04.2017;C;0,405
13483;19.04.2017;B;13,74
13584;19.04.2017;F;2,08
13584;19.04.2017;M;0,28
13584;19.04.2017;C;0,72
13584;19.04.2017;D;0,24
13584;19.04.2017;A;31,88
13584;19.04.2017;B;3,58
13584;19.04.2017;J;0,36
33651;20.04.2017;A;13
33651;20.04.2017;B;20
13546;20.04.2017;K;22,014
57531;20.04.2017;M;0,81
57531;20.04.2017;D;7,056
57531;20.04.2017;A;8,62
57531;20.04.2017;B;12,4
57531;20.04.2017;J;0,72
57531;20.04.2017;K;2,52
54987;20.04.2017;D;1,35
54987;20.04.2017;A;14,4
54987;20.04.2017;B;3
54987;20.04.2017;K;6,3
15649;20.04.2017;D;4,968
15649;20.04.2017;K;5,94
13483;20.04.2017;C;2,835
13483;20.04.2017;A;77,19
13483;20.04.2017;B;16,02
13584;20.04.2017;A;143,42
13584;20.04.2017;B;0,64
33651;21.04.2017;A;35
13546;21.04.2017;D;17,64
13546;21.04.2017;A;9,08
13546;21.04.2017;K;10,296
57531;21.04.2017;M;0,144
57531;21.04.2017;D;0,576
57531;21.04.2017;A;17,7
57531;21.04.2017;B;1,5
57531;21.04.2017;K;10,17
54987;21.04.2017;C;2,7
54987;21.04.2017;A;36
54987;21.04.2017;K;3,3
15649;21.04.2017;D;2,064
15649;21.04.2017;A;16,65
15649;21.04.2017;K;4,56
13483;21.04.2017;C;2,43
13483;21.04.2017;A;79,68
13483;21.04.2017;B;0,75
13584;21.04.2017;M;0,16
13584;21.04.2017;C;0,56
13584;21.04.2017;D;1,58
13584;21.04.2017;A;102,28
13584;21.04.2017;B;1,12
33651;22.04.2017;F;0,648
33651;22.04.2017;D;30,51
33651;22.04.2017;J;3,222
13546;22.04.2017;F;0,954
13546;22.04.2017;D;1,116
13546;22.04.2017;A;30,02
13546;22.04.2017;B;1,62
13546;22.04.2017;K;1,296
57531;22.04.2017;F;2,808
57531;22.04.2017;D;0,036
57531;22.04.2017;A;21,92
57531;22.04.2017;B;0,82
57531;22.04.2017;K;4,464
54987;22.04.2017;A;14,1
54987;22.04.2017;K;20,91
15649;22.04.2017;F;0,81
15649;22.04.2017;D;0,384
15649;22.04.2017;A;12,87
15649;22.04.2017;K;4,2
13483;22.04.2017;C;1,566
13483;22.04.2017;A;50,91
13483;22.04.2017;B;0,18
13584;22.04.2017;F;1,14
13584;22.04.2017;N;1,14
13584;22.04.2017;C;1,28
13584;22.04.2017;D;0,26
13584;22.04.2017;A;26,3
33651;23.04.2017;A;29
33651;23.04.2017;B;30
13546;23.04.2017;A;40,16
13546;23.04.2017;B;20,04
57531;23.04.2017;M;0,684
57531;23.04.2017;D;0,18
57531;23.04.2017;A;20,4
57531;23.04.2017;B;38,64
57531;23.04.2017;K;0,198
54987;23.04.2017;C;1,5
54987;23.04.2017;A;6
54987;23.04.2017;B;21,9
54987;23.04.2017;K;4,8
15649;23.04.2017;M;0,459
15649;23.04.2017;D;0,264
15649;23.04.2017;A;16,83
15649;23.04.2017;B;17,19
15649;23.04.2017;K;0,75
13483;23.04.2017;C;3,132
13483;23.04.2017;A;75,54
13483;23.04.2017;B;27,72
13584;23.04.2017;D;0,04
13584;23.04.2017;A;98,7
13584;23.04.2017;B;32,5
33651;24.04.2017;B;12,26
33651;24.04.2017;K;27,756
13546;24.04.2017;A;11,02
13546;24.04.2017;B;28,04
57531;24.04.2017;M;4,41
57531;24.04.2017;A;13,4
57531;24.04.2017;B;23,22
57531;24.04.2017;J;0,18
15649;24.04.2017;M;0,972
15649;24.04.2017;D;0,312
15649;24.04.2017;A;6,87
15649;24.04.2017;B;27,21
13483;24.04.2017;C;1,647
13483;24.04.2017;D;1,755
13483;24.04.2017;A;88,32
13483;24.04.2017;B;32,13
13584;24.04.2017;M;0,62
13584;24.04.2017;C;1,42
13584;24.04.2017;D;0,42
13584;24.04.2017;A;48,22
13584;24.04.2017;B;44,16
13584;25.04.2017;F;0,04
13584;25.04.2017;C;2,8
13584;25.04.2017;D;0,06
13584;25.04.2017;A;84,2
13584;25.04.2017;B;36,92
13483;25.04.2017;C;0,432
13483;25.04.2017;A;91,92
13483;25.04.2017;B;25,5
33651;25.04.2017;A;40
33651;25.04.2017;B;21
13546;25.04.2017;A;29,96
13546;25.04.2017;B;30,08
57531;25.04.2017;A;24,5
57531;25.04.2017;B;33,18
57531;25.04.2017;K;2,43
54987;25.04.2017;A;21
54987;25.04.2017;B;15
15649;25.04.2017;M;1,188
15649;25.04.2017;D;1,296
15649;25.04.2017;A;1,71
15649;25.04.2017;B;5,94
33651;26.04.2017;A;34
33651;26.04.2017;B;40
13546;26.04.2017;F;0,072
13546;26.04.2017;M;1,44
13546;26.04.2017;D;0,306
13546;26.04.2017;A;47,1
13546;26.04.2017;B;22,72
13546;26.04.2017;K;3,366
57531;26.04.2017;F;0,27
57531;26.04.2017;M;0,18
57531;26.04.2017;D;0,054
57531;26.04.2017;A;51,8
57531;26.04.2017;B;20,3
57531;26.04.2017;K;0,45
54987;26.04.2017;C;2,1
54987;26.04.2017;A;15
54987;26.04.2017;B;15,9
15649;26.04.2017;A;4,71
15649;26.04.2017;B;8,43
13483;26.04.2017;F;0,27
13483;26.04.2017;C;0,27
13483;26.04.2017;A;31,68
13483;26.04.2017;B;11,79
13584;26.04.2017;D;0,16
13584;26.04.2017;A;23,72
13584;26.04.2017;B;34,14
33651;27.04.2017;A;40
33651;27.04.2017;B;34
13546;27.04.2017;A;58,06
13546;27.04.2017;B;15,02
57531;27.04.2017;M;0,36
57531;27.04.2017;D;0,18
57531;27.04.2017;A;54,7
57531;27.04.2017;B;19,8
57531;27.04.2017;K;0,072
54987;27.04.2017;C;1,2
54987;27.04.2017;A;39,81
54987;27.04.2017;B;9
15649;27.04.2017;A;23,01
15649;27.04.2017;B;5,61
13483;27.04.2017;H;14,01
13483;27.04.2017;D;0,243
13483;27.04.2017;A;36,54
13483;27.04.2017;B;12,3
13584;27.04.2017;D;0,4
13584;27.04.2017;A;144,8
13584;27.04.2017;B;30,64
33651;28.04.2017;A;40
13546;28.04.2017;A;32,1
13546;28.04.2017;B;5,08
57531;28.04.2017;F;0,036
57531;28.04.2017;D;0,522
57531;28.04.2017;A;29,84
57531;28.04.2017;B;7,7
57531;28.04.2017;K;0,99
54987;28.04.2017;C;1,02
54987;28.04.2017;A;25,08
54987;28.04.2017;B;3,9
15649;28.04.2017;M;0,27
15649;28.04.2017;A;7,56
15649;28.04.2017;K;3,39
13483;28.04.2017;C;0,27
13483;28.04.2017;A;18,21
13483;28.04.2017;B;6,9
13483;28.04.2017;J;0,486
13584;28.04.2017;M;0,04
13584;28.04.2017;P;0,46
13584;28.04.2017;A;19,42
13584;28.04.2017;B;0,84
33651;29.04.2017;K;31,05
13546;29.04.2017;M;0,108
13546;29.04.2017;D;0,108
13546;29.04.2017;A;10,82
13546;29.04.2017;B;18,24
13546;29.04.2017;K;0,774
57531;29.04.2017;M;0,054
57531;29.04.2017;D;1,782
57531;29.04.2017;A;16,58
57531;29.04.2017;B;12,96
57531;29.04.2017;J;0,072
57531;29.04.2017;K;0,594
54987;29.04.2017;A;7,5
54987;29.04.2017;K;4,5
15649;29.04.2017;R;0,24
15649;29.04.2017;A;0,57
15649;29.04.2017;B;0,48
15649;29.04.2017;K;16,23
13483;29.04.2017;C;0,405
13483;29.04.2017;D;0,216
13483;29.04.2017;A;34,65
13483;29.04.2017;B;1,47
13584;29.04.2017;C;0,86
13584;29.04.2017;D;3,18
13584;29.04.2017;A;40,66
13584;29.04.2017;B;20,6
33651;30.04.2017;A;27
33651;30.04.2017;K;8,1
13546;30.04.2017;A;32,18
13546;30.04.2017;B;0,9
57531;30.04.2017;M;0,198
57531;30.04.2017;D;0,36
57531;30.04.2017;A;12,82
57531;30.04.2017;B;5,6
57531;30.04.2017;K;15,12
54987;30.04.2017;A;3,42
54987;30.04.2017;K;6,6
15649;30.04.2017;K;16,14
13483;30.04.2017;D;0,945
13483;30.04.2017;A;28,98
13483;30.04.2017;B;2,64
13584;30.04.2017;C;0,42
13584;30.04.2017;D;0,54
13584;30.04.2017;A;11,04
13584;30.04.2017;B;2,32
33651;01.05.2017;A;30
33651;01.05.2017;B;9
13546;01.05.2017;D;3,06
13546;01.05.2017;A;29,2
13546;01.05.2017;B;4,16
13546;01.05.2017;K;3,672
57531;01.05.2017;M;0,324
57531;01.05.2017;D;1,44
57531;01.05.2017;A;21,34
57531;01.05.2017;B;4,2
57531;01.05.2017;K;10,746
54987;01.05.2017;A;4,11
54987;01.05.2017;K;5,91
15649;01.05.2017;R;0,24
15649;01.05.2017;K;7,59
13483;01.05.2017;C;0,351
13483;01.05.2017;D;1,35
13483;01.05.2017;A;24,9
13483;01.05.2017;B;58,2
13584;01.05.2017;F;0,06
13584;01.05.2017;D;0,24
13584;01.05.2017;A;16,34
13584;01.05.2017;B;2,62
13584;02.05.2017;M;0,04
13584;02.05.2017;D;0,26
13584;02.05.2017;P;0,26
13584;02.05.2017;A;50,52
13584;02.05.2017;B;0,16
13483;02.05.2017;H;38,91
13483;02.05.2017;D;0,999
13483;02.05.2017;P;2,7
13483;02.05.2017;A;7,53
13483;02.05.2017;B;2,67
33651;02.05.2017;A;40
13546;02.05.2017;A;39,08
13546;02.05.2017;B;2,08
57531;02.05.2017;M;0,342
57531;02.05.2017;D;0,27
57531;02.05.2017;A;37,3
57531;02.05.2017;B;3,8
57531;02.05.2017;K;0,36
54987;02.05.2017;D;2,511
54987;02.05.2017;A;4,8
54987;02.05.2017;B;2,7
15649;02.05.2017;D;0,24
15649;02.05.2017;K;10,02
33651;03.05.2017;A;52
33651;03.05.2017;B;10
13546;03.05.2017;A;53,14
13546;03.05.2017;B;7,04
57531;03.05.2017;D;1,35
57531;03.05.2017;A;59,46
57531;03.05.2017;K;0,306
54987;03.05.2017;D;1,215
54987;03.05.2017;A;3,21
54987;03.05.2017;B;2,7
54987;03.05.2017;K;11,4
15649;03.05.2017;D;0,336
15649;03.05.2017;K;13,47
13483;03.05.2017;F;10,098
13483;03.05.2017;C;3,942
13483;03.05.2017;A;13,17
13584;03.05.2017;F;0,18
13584;03.05.2017;M;0,08
13584;03.05.2017;D;0,26
13584;03.05.2017;A;42,34
13584;03.05.2017;B;0,72
33651;04.05.2017;A;51,06
33651;04.05.2017;B;10
13546;04.05.2017;A;49,16
13546;04.05.2017;B;4,02
57531;04.05.2017;M;0,27
57531;04.05.2017;D;1,89
57531;04.05.2017;A;48,3
57531;04.05.2017;B;11,3
57531;04.05.2017;K;0,324
54987;04.05.2017;C;2,1
