Owner;Ship;Ship_code;Catch_object;Date;Catch;Depth;Latitude;Longitude
a;a2;a93;скумбрия;25.02.2004;1.77;130;18.3167;-16.4833
a;a2;a93;сардина;25.02.2004;5.1;130;18.3167;-16.4833
a;a1;a90;ставрида;25.02.2004;4.02;0;18.0833;-16.3667
a;a1;a90;сардина;25.02.2004;18.167;0;18.0833;-16.3667
b;b33;b93;сардинелла;25.02.2004;3;0;17.8667;-16.4333
b;b33;b93;анчоусы;25.02.2004;22.224;0;17.8667;-16.4333
b;b33;b93;ставрида;25.02.2004;5;0;17.8667;-16.4333
b;b33;b93;скумбрия;25.02.2004;1;0;17.8667;-16.4333
b;b33;b93;сардина;25.02.2004;20.55;0;17.8667;-16.4333
i;i36;i96;анчоусы;25.02.2004;5.556;300;20.8833;-17
i;i36;i96;ставрида;25.02.2004;43.9;300;20.8833;-17
i;i36;i96;скумбрия;25.02.2004;18.22;300;20.8833;-17
a;a2;a93;сардинелла;26.02.2004;0.45;95;18.2333;-16.4667
a;a2;a93;анчоусы;26.02.2004;20.002;95;18.2333;-16.4667
a;a2;a93;ставрида;26.02.2004;8.73;95;18.2333;-16.4667
a;a2;a93;скумбрия;26.02.2004;2.91;95;18.2333;-16.4667
a;a2;a93;сардина;26.02.2004;16.26;95;18.2333;-16.4667
a;a1;a90;ставрида;26.02.2004;24.12;0;17.5833;-16.3833
a;a1;a90;скумбрия;26.02.2004;2.01;0;17.5833;-16.3833
a;a1;a90;сардина;26.02.2004;27.212;0;17.5833;-16.3833
b;b33;b93;сардинелла;26.02.2004;3;110;17.9167;-16.4667
b;b33;b93;анчоусы;26.02.2004;33.336;110;17.9167;-16.4667
b;b33;b93;скумбрия;26.02.2004;13;110;17.9167;-16.4667
b;b33;b93;сардина;26.02.2004;4;110;17.9167;-16.4667
a;a2;a93;сардинелла;27.02.2004;1.11;100;17.9833;-16.4167
a;a2;a93;анчоусы;27.02.2004;8.889;100;17.9833;-16.4167
a;a2;a93;ставрида;27.02.2004;15.54;100;17.9833;-16.4167
a;a2;a93;скумбрия;27.02.2004;3.84;100;17.9833;-16.4167
a;a2;a93;сардина;27.02.2004;4.98;100;17.9833;-16.4167
a;a1;a90;ставрида;27.02.2004;22.11;0;17.2;-16.65
a;a1;a90;скумбрия;27.02.2004;7.035;0;17.2;-16.65
a;a1;a90;сардина;27.02.2004;12.06;0;17.2;-16.65
b;b33;b93;анчоусы;27.02.2004;33.336;150;16.9667;-16.7167
b;b33;b93;ставрида;27.02.2004;21;150;16.9667;-16.7167
b;b33;b93;скумбрия;27.02.2004;4;150;16.9667;-16.7167
a;a2;a93;сардинелла;28.02.2004;0.39;100;18.0833;-16.4333
a;a2;a93;анчоусы;28.02.2004;16.668;100;18.0833;-16.4333
a;a2;a93;ставрида;28.02.2004;28.14;100;18.0833;-16.4333
a;a2;a93;скумбрия;28.02.2004;3.78;100;18.0833;-16.4333
a;a1;a90;ставрида;28.02.2004;25.125;0;17.35;-16.5333
a;a1;a90;скумбрия;28.02.2004;8.04;0;17.35;-16.5333
b;b33;b93;анчоусы;28.02.2004;16.668;100;17.3333;-16.6333
b;b33;b93;ставрида;28.02.2004;11;100;17.3333;-16.6333
b;b33;b93;скумбрия;28.02.2004;14;100;17.3333;-16.6333
c;c30;c90;ставрида;28.02.2004;4.05;10;20.2667;-17.6
c;c30;c90;прочие  морские рыбы;28.02.2004;1.111;10;20.2667;-17.6
c;c30;c90;скумбрия;28.02.2004;3.21;10;20.2667;-17.6
a;a2;a93;сардинелла;29.02.2004;12.21;120;17.1;-16.65
a;a2;a93;анчоусы;29.02.2004;24.447;120;17.1;-16.65
a;a2;a93;ставрида;29.02.2004;15.93;120;17.1;-16.65
a;a2;a93;скумбрия;29.02.2004;1.86;120;17.1;-16.65
a;a1;a90;ставрида;29.02.2004;15.075;0;16.9833;-16.7167
a;a1;a90;скумбрия;29.02.2004;13.065;0;16.9833;-16.7167
b;b33;b93;сардинелла;29.02.2004;1;120;17.5667;-16.3167
b;b33;b93;анчоусы;29.02.2004;22.224;120;17.5667;-16.3167
b;b33;b93;ставрида;29.02.2004;7;120;17.5667;-16.3167
b;b33;b93;скумбрия;29.02.2004;12;120;17.5667;-16.3167
i;i36;i96;ставрида;29.02.2004;14;233;17;-16.6333
i;i36;i96;скумбрия;29.02.2004;6;233;17;-16.6333
c;c30;c90;ставрида;29.02.2004;3.93;10;19;-16.6667
c;c30;c90;прочие  морские рыбы;29.02.2004;5.556;10;19;-16.6667
c;c30;c90;скумбрия;29.02.2004;9.12;10;19;-16.6667
